0,Heuristic,0,5000
Time,Value 
210,63756
180,63756
150,64221
120,64611
90,65534
60,67004
30,71491
0,93832
Final, 63756

Round,H_team,A_team 
0,12,0
0,1,3
0,2,4
0,7,5
0,6,10
0,8,11
0,15,9
0,14,13
1,14,0
1,2,1
1,3,4
1,5,10
1,6,11
1,8,7
1,13,9
1,12,15
2,0,7
2,1,4
2,3,2
2,5,6
2,8,10
2,11,9
2,13,12
2,14,15
3,3,0
3,1,5
3,2,6
3,4,7
3,9,8
3,10,14
3,12,11
3,13,15
4,2,0
4,1,6
4,5,3
4,4,14
4,7,9
4,8,12
4,10,13
4,15,11
5,0,4
5,10,1
5,5,2
5,9,3
5,6,13
5,7,12
5,15,8
5,11,14
6,0,5
6,15,1
6,7,2
6,6,3
6,4,10
6,14,8
6,9,12
6,11,13
7,0,6
7,11,1
7,9,2
7,3,7
7,4,5
7,13,8
7,10,15
7,12,14
