0,Heuristic,0,500
Time,Value 
1530,25763
1500,25763
1470,25763
1440,25763
1410,25763
1380,25763
1350,25763
1320,25772
1290,25800
1260,25839
1230,25839
1200,25873
1170,25946
1140,25946
1110,25946
1080,25962
1050,26060
1020,26081
990,26081
960,26140
930,26206
900,26251
870,26324
360,27782
330,27975
300,28262
270,28502
240,28818
210,29212
180,29439
150,30204
120,30898
90,31806
60,33109
30,35430
0,45582
390,27607
420,27430
450,27276
480,27153
510,27052
540,26981
570,26867
600,26863
630,26686
660,26686
690,26647
720,26618
750,26541
780,26468
810,26430
840,26372
Final, 25763

Round,H_team,A_team 
0,0,2
0,1,3
0,15,4
0,8,5
0,32,6
0,13,7
0,17,9
0,10,11
0,21,12
0,29,14
0,28,16
0,20,18
0,19,23
0,30,22
0,24,26
0,27,25
0,31,35
0,33,39
0,38,34
0,37,36
1,0,1
1,2,18
1,3,7
1,13,4
1,19,5
1,38,6
1,8,11
1,9,24
1,23,10
1,20,12
1,30,14
1,15,33
1,37,16
1,17,22
1,36,21
1,31,25
1,29,26
1,27,35
1,28,39
1,34,32
2,0,18
2,1,24
2,2,4
2,3,27
2,5,11
2,34,6
2,7,35
2,32,8
2,31,9
2,19,10
2,22,12
2,15,13
2,17,14
2,36,16
2,20,33
2,39,21
2,23,28
2,26,25
2,29,30
2,37,38
3,14,0
3,5,1
3,2,15
3,4,3
3,6,27
3,7,32
3,35,8
3,26,9
3,10,13
3,11,23
3,12,17
3,16,19
3,18,29
3,21,20
3,22,31
3,24,30
3,25,34
3,33,28
3,36,38
3,39,37
4,30,0
4,1,2
4,3,32
4,4,27
4,6,5
4,7,9
4,34,8
4,16,10
4,11,13
4,12,29
4,14,31
4,21,15
4,18,17
4,28,19
4,22,20
4,23,36
4,25,24
4,35,26
4,33,37
4,39,38
5,17,0
5,1,16
5,2,3
5,6,4
5,5,32
5,27,7
5,8,10
5,9,29
5,19,11
5,12,18
5,13,31
5,14,22
5,20,15
5,30,21
5,23,39
5,34,24
5,25,35
5,38,26
5,28,37
5,33,36
6,0,16
6,1,4
6,2,22
6,15,3
6,5,10
6,19,6
6,31,7
6,8,25
6,9,12
6,11,39
6,13,27
6,18,14
6,17,30
6,37,20
6,29,21
6,23,33
6,38,24
6,32,26
6,28,36
6,34,35
7,0,22
7,9,1
7,5,2
7,13,3
7,4,25
7,16,6
7,26,7
7,8,28
7,10,39
7,11,33
7,14,12
7,15,27
7,29,17
7,18,30
7,37,19
7,36,20
7,24,21
7,38,23
7,31,34
7,35,32
8,7,0
8,14,1
8,16,2
8,3,5
8,4,28
8,6,8
8,18,9
8,10,33
8,11,15
8,12,30
8,22,13
8,24,17
8,36,19
8,39,20
8,21,37
8,32,23
8,25,29
8,26,31
8,27,34
8,35,38
9,3,0
9,12,1
9,21,2
9,4,8
9,7,5
9,6,28
9,9,14
9,10,15
9,16,11
9,20,13
9,25,17
9,22,18
9,33,19
9,35,23
9,24,29
9,26,34
9,27,31
9,30,37
9,32,38
9,39,36
