0,Heuristic,0,1
Time,Value 
30,111957
0,125816
Final, 111076

Round,H_team,A_team 
0,0,27
0,2,1
0,19,3
0,4,30
0,7,5
0,6,24
0,25,8
0,12,9
0,17,10
0,23,11
0,13,14
0,22,15
0,16,33
0,38,18
0,32,20
0,39,21
0,26,35
0,28,34
0,29,31
0,37,36
1,1,0
1,2,9
1,6,3
1,4,29
1,5,27
1,25,7
1,8,22
1,12,10
1,13,11
1,15,14
1,16,30
1,17,23
1,35,18
1,21,19
1,38,20
1,24,31
1,26,32
1,28,39
1,36,33
1,37,34
2,0,28
2,1,10
2,2,5
2,8,3
2,24,4
2,6,12
2,38,7
2,9,29
2,15,11
2,17,13
2,14,26
2,16,22
2,27,18
2,36,19
2,20,21
2,30,23
2,25,32
2,34,31
2,39,33
2,35,37
3,0,12
3,1,17
3,3,2
3,4,8
3,5,16
3,28,6
3,7,35
3,18,9
3,10,34
3,11,22
3,30,13
3,24,14
3,21,15
3,33,19
3,39,20
3,29,23
3,36,25
3,26,27
3,31,38
3,32,37
4,19,0
4,18,1
4,7,2
4,3,13
4,35,4
4,5,14
4,16,6
4,8,36
4,9,15
4,33,10
4,11,20
4,12,28
4,17,21
4,22,30
4,23,34
4,32,24
4,39,25
4,26,38
4,29,27
4,31,37
5,0,31
5,12,1
5,2,15
5,26,3
5,38,4
5,5,19
5,8,6
5,13,7
5,9,36
5,20,10
5,33,11
5,14,29
5,17,16
5,18,28
5,22,21
5,27,23
5,34,24
5,30,25
5,35,32
5,37,39
6,30,0
6,1,31
6,39,2
6,27,3
6,34,4
6,25,5
6,6,19
6,7,9
6,38,8
6,10,26
6,11,29
6,20,12
6,13,23
6,37,14
6,15,35
6,24,16
6,17,36
6,22,18
6,21,28
6,32,33
7,21,0
7,1,38
7,36,2
7,3,9
7,4,31
7,24,5
7,6,34
7,7,23
7,32,8
7,10,29
7,27,11
7,12,17
7,19,13
7,39,14
7,15,26
7,25,16
7,18,30
7,28,20
7,37,22
7,35,33
8,3,0
8,28,1
8,33,2
8,4,10
8,34,5
8,6,38
8,7,27
8,35,8
8,9,37
8,31,11
8,24,12
8,16,13
8,36,14
8,32,15
8,30,17
8,18,26
8,19,20
8,29,21
8,39,22
8,23,25
9,0,13
9,36,1
9,2,6
9,3,37
9,4,27
9,5,38
9,20,7
9,8,16
9,9,21
9,10,24
9,35,11
9,29,12
9,14,18
9,34,15
9,22,17
9,19,28
9,23,32
9,33,25
9,26,31
9,30,39
10,0,4
10,33,1
10,2,27
10,17,3
10,11,5
10,21,6
10,39,7
10,8,37
10,13,9
10,10,32
10,18,12
10,30,14
10,38,15
10,16,36
10,26,19
10,20,22
10,23,24
10,28,25
10,34,29
10,31,35
11,14,0
11,1,3
11,2,4
11,5,21
11,6,32
11,36,7
11,8,9
11,10,39
11,11,17
11,12,30
11,13,22
11,15,16
11,31,18
11,25,19
11,20,33
11,28,23
11,24,26
11,27,35
11,37,29
11,38,34
12,0,8
12,6,1
12,14,2
12,3,35
12,9,4
12,5,39
12,7,16
12,21,10
12,11,28
12,13,12
12,15,20
12,19,17
12,18,33
12,26,22
12,23,36
12,37,24
12,38,25
12,27,31
12,30,29
12,32,34
13,2,0
13,34,1
13,3,5
13,4,17
13,6,11
13,31,7
13,23,8
13,20,9
13,10,13
13,15,12
13,22,14
13,16,19
13,25,18
13,21,33
13,28,24
13,37,26
13,27,36
13,29,32
13,30,38
13,35,39
14,0,16
14,25,1
14,12,2
14,23,3
14,4,14
14,5,28
14,13,6
14,7,15
14,33,8
14,22,9
14,19,10
14,11,37
14,17,27
14,24,18
14,30,20
14,21,26
14,29,36
14,31,32
14,34,35
14,39,38
15,0,24
15,1,16
15,2,22
15,15,3
15,4,28
15,32,5
15,27,6
15,7,10
15,8,21
15,9,30
15,11,25
15,33,12
15,13,31
15,14,34
15,17,26
15,18,20
15,19,23
15,29,35
15,36,39
15,37,38
16,0,7
16,1,24
16,2,30
16,3,16
16,21,4
16,26,5
16,31,6
16,8,28
16,9,39
16,10,11
16,36,12
16,13,25
16,14,35
16,37,15
16,17,20
16,18,34
16,19,29
16,32,22
16,38,23
16,27,33
17,9,0
17,5,1
17,10,2
17,3,24
17,20,4
17,6,7
17,8,39
17,11,32
17,16,12
17,26,13
17,21,14
17,36,15
17,18,17
17,38,19
17,35,22
17,23,37
17,27,25
17,28,29
17,30,34
17,31,33
18,17,0
18,1,7
18,11,2
18,3,32
18,22,4
18,23,5
18,6,33
18,24,8
18,34,9
18,15,10
18,12,26
18,13,18
18,14,27
18,20,16
18,19,37
18,21,30
18,25,31
18,28,36
18,39,29
18,35,38
19,0,11
19,1,19
19,2,21
19,31,3
19,4,25
19,10,5
19,6,23
19,7,32
19,34,8
19,35,9
19,12,27
19,39,13
19,14,20
19,15,18
19,16,26
19,29,17
19,22,28
19,36,24
19,37,30
19,33,38
20,32,0
20,1,14
20,38,2
20,29,3
20,4,23
20,15,5
20,18,6
20,7,19
20,8,12
20,10,9
20,11,26
20,33,13
20,16,35
20,31,17
20,20,36
20,21,37
20,22,27
20,39,24
20,25,34
20,30,28
21,38,0
21,8,1
21,34,2
21,30,3
21,4,12
21,5,35
21,14,6
21,18,7
21,9,25
21,23,10
21,11,16
21,28,13
21,31,15
21,24,17
21,19,39
21,20,37
21,21,36
21,33,22
21,26,29
21,27,32
22,34,0
22,1,39
22,29,2
22,3,14
22,5,4
22,6,35
22,30,7
22,19,8
22,9,26
22,10,16
22,36,11
22,12,25
22,13,32
22,27,15
22,17,37
22,18,21
22,20,31
22,23,22
22,24,38
22,28,33
23,0,39
23,15,1
23,2,20
23,3,11
23,4,26
23,5,31
23,6,9
23,7,14
23,8,18
23,10,22
23,12,21
23,13,27
23,16,34
23,17,25
23,32,19
23,33,23
23,24,30
23,37,28
23,29,38
23,35,36
24,0,10
24,37,1
24,2,18
24,3,33
24,4,6
24,8,5
24,12,7
24,9,24
24,11,21
24,20,13
24,14,38
24,15,17
24,28,16
24,31,19
24,22,29
24,23,35
24,25,26
24,27,30
24,32,36
24,39,34
25,0,6
25,23,1
25,13,2
25,25,3
25,39,4
25,5,33
25,22,7
25,17,8
25,9,32
25,10,35
25,38,11
25,14,12
25,28,15
25,16,37
25,18,29
25,27,19
25,26,20
25,21,24
25,31,30
25,36,34
26,5,0
26,1,9
26,2,23
26,3,18
26,37,4
26,6,26
26,7,33
26,30,8
26,28,10
26,34,11
26,12,22
26,38,13
26,25,14
26,39,15
26,21,16
26,17,32
26,19,35
26,27,20
26,24,29
26,31,36
27,0,18
27,1,20
27,8,2
27,3,7
27,16,4
27,5,6
27,9,27
27,37,10
27,24,11
27,34,12
27,35,13
27,14,17
27,33,15
27,19,30
27,32,21
27,22,31
27,23,39
27,29,25
27,26,36
27,38,28
28,22,0
28,1,27
28,19,2
28,20,3
28,4,18
28,12,5
28,29,6
28,7,37
28,26,8
28,9,17
28,36,10
28,11,39
28,15,13
28,14,31
28,16,23
28,34,21
28,25,24
28,35,28
28,33,30
28,32,38
29,20,0
29,13,1
29,2,17
29,22,3
29,7,4
29,18,5
29,25,6
29,29,8
29,14,9
29,10,38
29,11,19
29,12,31
29,15,23
29,16,39
29,35,21
29,24,27
29,26,34
29,32,28
29,36,30
29,33,37
