0,Heuristic,0,500
Time,Value 
1590,6036
1560,6036
1530,6036
1500,6036
1470,6036
1440,6038
1410,6042
1380,6044
1350,6046
1320,6052
1290,6056
1260,6062
1230,6068
1200,6080
1170,6088
1140,6106
1110,6120
1080,6130
1050,6134
1020,6148
990,6166
960,6178
930,6196
900,6218
870,6236
360,6880
330,6944
300,7042
270,7132
240,7270
210,7392
180,7532
150,7700
120,7946
90,8256
60,8666
30,9398
0,11978
390,6812
420,6748
450,6698
480,6658
510,6616
540,6564
570,6512
600,6482
630,6450
660,6422
690,6384
720,6356
750,6334
780,6308
810,6280
840,6262
Final, 6036

Round,H_team,A_team 
0,0,1
0,2,15
0,3,4
0,27,5
0,18,6
0,7,36
0,8,11
0,22,9
0,19,10
0,13,12
0,20,14
0,29,16
0,17,21
0,23,25
0,24,38
0,26,30
0,31,28
0,34,32
0,35,33
0,39,37
1,0,13
1,1,15
1,39,2
1,3,36
1,4,24
1,26,5
1,17,6
1,12,7
1,14,8
1,25,9
1,20,10
1,11,18
1,31,16
1,19,21
1,22,38
1,29,23
1,30,27
1,33,28
1,37,32
1,35,34
2,0,15
2,1,13
2,37,2
2,3,24
2,4,36
2,25,5
2,9,6
2,7,18
2,17,8
2,21,10
2,35,11
2,14,12
2,32,16
2,31,19
2,20,26
2,22,39
2,30,23
2,33,27
2,34,28
2,29,38
3,10,0
3,1,3
3,38,2
3,4,7
3,5,13
3,6,24
3,16,8
3,9,29
3,36,11
3,18,12
3,14,39
3,15,17
3,30,19
3,37,20
3,21,26
3,28,22
3,23,35
3,25,33
3,32,27
3,34,31
4,8,0
4,12,1
4,2,10
4,3,14
4,34,4
4,5,9
4,6,29
4,7,30
4,31,11
4,13,39
4,18,15
4,16,17
4,28,19
4,38,20
4,21,25
4,22,37
4,26,23
4,24,33
4,27,35
4,32,36
5,9,0
5,11,1
5,2,14
5,3,10
5,35,4
5,5,29
5,6,32
5,38,7
5,8,30
5,17,12
5,15,13
5,22,16
5,18,37
5,19,25
5,36,20
5,23,21
5,39,24
5,26,28
5,27,34
5,31,33
6,0,18
6,10,1
6,8,2
6,3,32
6,33,4
6,17,5
6,13,6
6,39,7
6,14,9
6,11,30
6,20,12
6,15,27
6,16,37
6,19,23
6,21,31
6,26,22
6,36,24
6,25,34
6,28,38
6,29,35
7,0,32
7,1,18
7,2,17
7,12,3
7,4,26
7,30,5
7,15,6
7,37,7
7,10,8
7,16,9
7,13,11
7,14,36
7,19,27
7,33,20
7,22,21
7,23,31
7,34,24
7,25,38
7,28,35
7,29,39
8,0,26
8,1,17
8,2,18
8,9,3
8,4,11
8,24,5
8,16,6
8,7,19
8,12,8
8,10,34
8,13,36
8,14,15
8,35,20
8,21,30
8,22,31
8,23,38
8,28,25
8,27,37
8,32,29
8,33,39
9,39,0
9,1,26
9,3,2
9,9,4
9,5,19
9,6,33
9,7,16
9,8,34
9,11,10
9,12,36
9,27,13
9,18,14
9,15,35
9,17,28
9,31,20
9,38,21
9,22,30
9,32,23
9,24,37
9,29,25
10,38,0
10,4,1
10,2,16
10,17,3
10,5,32
10,6,19
10,7,11
10,8,33
10,9,34
10,10,12
10,26,13
10,14,35
10,15,28
10,25,18
10,20,30
10,39,21
10,29,22
10,36,23
10,27,24
10,31,37
11,37,0
11,1,16
11,2,7
11,20,3
11,4,32
11,5,33
11,30,6
11,8,15
11,11,9
11,39,10
11,12,38
11,23,13
11,14,28
11,17,31
11,26,18
11,19,35
11,36,21
11,34,22
11,29,24
11,25,27
12,0,7
12,1,14
12,25,2
12,21,3
12,4,29
12,16,5
12,28,6
12,13,8
12,12,9
12,37,10
12,11,38
12,15,32
12,36,17
12,18,31
12,19,20
12,33,22
12,23,27
12,24,26
12,30,34
12,35,39
13,0,29
13,8,1
13,26,2
13,3,35
13,13,4
13,18,5
13,23,6
13,7,14
13,9,38
13,28,10
13,11,37
13,15,12
13,21,16
13,33,17
13,22,19
13,20,25
13,24,31
13,27,36
13,32,30
13,34,39
14,12,0
14,9,1
14,27,2
14,3,29
14,28,4
14,15,5
14,6,35
14,7,23
14,26,8
14,10,14
14,33,11
14,13,37
