0,Heuristic,0,500
Time,Value 
900,806
870,806
360,910
330,928
300,950
270,966
240,996
210,1028
180,1072
150,1120
120,1196
90,1312
60,1472
30,1828
0,3362
390,900
420,888
450,876
480,870
510,860
540,854
570,848
600,842
630,836
660,830
690,824
720,820
750,814
780,812
810,808
840,806
Final, 806

Round,H_team,A_team 
0,0,4
0,2,1
0,7,3
0,8,5
0,9,6
0,11,10
0,13,12
0,21,14
0,16,15
0,17,18
0,19,20
0,22,25
0,26,23
0,24,29
0,27,36
0,28,30
0,34,31
0,32,33
0,38,35
0,39,37
1,0,2
1,1,4
1,8,3
1,5,9
1,10,6
1,7,13
1,12,11
1,20,14
1,17,15
1,16,22
1,18,19
1,21,23
1,24,28
1,25,29
1,26,36
1,27,30
1,33,31
1,32,34
1,39,35
1,37,38
2,6,0
2,1,13
2,2,9
2,4,3
2,5,7
2,10,8
2,11,16
2,12,17
2,19,14
2,15,22
2,20,18
2,21,24
2,23,28
2,25,36
2,30,26
2,34,27
2,29,38
2,31,32
2,33,39
2,35,37
3,7,0
3,6,1
3,2,13
3,3,9
3,4,5
3,11,8
3,10,17
3,12,16
3,14,15
3,18,22
3,19,21
3,20,24
3,23,25
3,28,26
3,35,27
3,32,29
3,30,33
3,31,38
3,34,39
3,36,37
4,8,0
4,9,1
4,3,2
4,7,4
4,5,6
4,15,10
4,11,17
4,14,12
4,13,16
4,18,21
4,23,19
4,22,20
4,26,24
4,28,25
4,38,27
4,31,29
4,30,35
4,37,32
4,33,34
4,39,36
5,0,3
5,8,1
5,5,2
5,12,4
5,6,7
5,9,11
5,16,10
5,15,13
5,17,14
5,18,23
5,24,19
5,26,20
5,21,22
5,27,25
5,34,28
5,29,30
5,37,31
5,39,32
5,33,35
5,36,38
6,9,0
6,1,3
6,6,2
6,11,4
6,5,12
6,7,8
6,13,10
6,16,14
6,15,18
6,17,23
6,22,19
6,25,20
6,26,21
6,24,27
6,33,28
6,29,37
6,30,39
6,36,31
6,38,32
6,34,35
7,10,0
7,1,5
7,2,7
7,3,12
7,4,6
7,8,9
7,13,11
7,14,18
7,19,15
7,16,17
7,20,23
7,27,21
7,22,24
7,25,26
7,32,28
7,29,39
7,30,37
7,35,31
7,38,33
7,36,34
8,0,5
8,1,7
8,2,12
8,3,6
8,4,8
8,10,9
8,14,11
8,13,18
8,20,15
8,19,16
8,22,17
8,25,21
8,23,24
8,27,26
8,28,29
8,32,30
8,31,39
8,37,33
8,38,34
8,35,36
9,0,1
9,4,2
9,3,5
9,6,8
9,9,7
9,12,10
9,15,11
9,14,13
9,18,16
9,17,19
9,21,20
9,23,22
9,24,25
9,29,26
9,28,27
9,31,30
9,35,32
9,36,33
9,37,34
9,39,38
