0,Heuristic,0,50
Time,Value 
150,2608
120,2670
90,2772
60,2916
30,3214
0,5030
Final, 2592

Round,H_team,A_team 
0,7,0
0,1,33
0,2,5
0,34,3
0,14,4
0,6,13
0,8,19
0,9,18
0,10,11
0,12,22
0,21,15
0,17,16
0,20,23
0,24,26
0,25,38
0,27,39
0,31,28
0,29,36
0,32,30
0,35,37
1,12,0
1,1,2
1,32,3
1,16,4
1,5,13
1,6,19
1,9,7
1,11,8
1,10,18
1,14,22
1,25,15
1,17,21
1,20,31
1,27,23
1,29,24
1,26,38
1,28,39
1,30,36
1,33,37
1,34,35
2,11,0
2,1,6
2,2,13
2,33,3
2,12,4
2,36,5
2,7,19
2,8,18
2,9,10
2,14,16
2,15,26
2,23,17
2,22,20
2,21,31
2,28,24
2,29,25
2,27,34
2,30,39
2,37,32
2,35,38
3,0,32
3,38,1
3,39,2
3,3,9
3,4,6
3,37,5
3,7,10
3,8,12
3,11,15
3,13,26
3,18,14
3,16,27
3,19,17
3,20,21
3,22,31
3,24,23
3,30,25
3,28,34
3,33,29
3,35,36
4,0,2
4,32,1
4,3,6
4,8,4
4,38,5
4,18,7
4,9,12
4,10,15
4,19,11
4,13,20
4,24,14
4,16,26
4,17,27
4,21,22
4,23,28
4,34,25
4,29,30
4,31,39
4,35,33
4,36,37
5,4,0
5,34,1
5,2,38
5,3,10
5,5,15
5,6,8
5,20,7
5,16,9
5,21,11
5,13,12
5,23,14
5,25,17
5,24,18
5,19,27
5,22,28
5,26,35
5,32,29
5,31,30
5,36,33
5,37,39
6,0,34
6,1,10
6,2,3
6,4,38
6,5,6
6,22,7
6,8,37
6,15,9
6,20,11
6,12,19
6,14,13
6,23,16
6,30,17
6,28,18
6,21,24
6,26,25
6,27,35
6,31,29
6,33,32
6,36,39
7,0,8
7,5,1
7,2,10
7,3,38
7,11,4
7,6,37
7,7,36
7,9,19
7,15,12
7,16,13
7,14,21
7,33,17
7,22,18
7,30,20
7,26,23
7,24,31
7,27,25
7,29,28
7,32,35
7,39,34
8,0,9
8,3,1
8,33,2
8,13,4
8,18,5
8,6,36
8,39,7
8,38,8
8,10,19
8,11,14
8,17,12
8,23,15
8,16,21
8,29,20
8,35,22
8,30,24
8,25,31
8,28,26
8,27,32
8,37,34
9,38,0
9,1,8
9,37,2
9,3,36
9,15,4
9,17,5
9,34,6
9,7,14
9,39,9
9,10,16
9,11,13
9,18,12
9,19,21
9,25,20
9,29,22
9,23,33
9,32,24
9,26,31
9,28,27
9,35,30
10,37,0
10,1,9
10,36,2
10,28,3
10,4,10
10,5,39
10,31,6
10,7,38
10,8,16
10,12,11
10,13,17
10,14,29
10,18,15
10,19,26
10,20,33
10,21,23
10,30,22
10,27,24
10,25,35
10,34,32
11,39,0
11,1,37
11,2,8
11,31,3
11,4,5
11,6,10
11,12,7
11,9,14
11,11,16
11,13,29
11,15,20
11,17,18
11,19,25
11,21,28
11,22,26
11,23,30
11,24,35
11,38,27
11,36,32
11,34,33
12,0,27
12,4,1
12,2,6
12,37,3
12,5,8
12,13,7
12,9,21
12,10,14
12,17,11
12,12,20
12,15,19
12,16,28
12,18,25
12,22,24
12,23,29
12,26,30
12,31,35
12,38,32
12,33,39
12,36,34
13,0,36
13,7,1
13,35,2
13,3,4
13,5,12
13,6,9
13,8,13
13,10,21
13,18,11
13,14,19
13,15,17
13,16,25
13,20,28
13,22,23
13,24,33
13,26,27
13,29,37
13,30,34
13,38,31
13,32,39
14,1,0
14,34,2
14,39,3
14,4,35
14,10,5
14,6,12
14,11,7
14,9,8
14,13,21
14,14,15
14,16,22
14,17,24
14,20,18
14,19,23
14,25,33
14,26,32
14,27,29
14,28,30
14,31,37
14,36,38
15,0,35
15,28,1
15,32,2
15,3,11
15,39,4
15,9,5
15,6,14
15,7,8
15,13,10
15,12,16
15,15,24
15,17,22
15,21,18
15,20,19
15,23,25
15,29,26
15,27,36
15,30,37
15,31,33
15,34,38
16,0,30
16,29,1
16,2,11
16,3,5
16,37,4
16,7,6
16,8,14
16,13,9
16,12,10
16,15,16
16,17,20
16,23,18
16,19,24
16,27,21
16,22,34
16,25,28
16,26,36
16,32,31
16,33,38
16,39,35
17,0,10
17,1,39
17,2,30
17,8,3
17,4,7
17,5,11
17,6,15
17,9,17
17,12,14
17,18,13
17,16,20
17,19,22
17,21,34
17,32,23
17,24,25
17,26,33
17,31,27
17,28,36
17,35,29
17,38,37
18,5,0
18,1,30
18,2,12
18,7,3
18,4,9
18,38,6
18,8,15
18,10,17
18,11,22
18,19,13
18,14,20
18,18,16
18,21,26
18,37,23
18,24,34
18,25,32
18,33,27
18,35,28
18,39,29
18,36,31
19,3,0
19,36,1
19,4,2
19,5,7
19,39,6
19,10,8
19,11,9
19,37,12
19,15,13
19,14,17
19,24,16
19,18,19
19,20,26
19,25,21
19,22,32
19,35,23
19,30,27
19,33,28
19,38,29
19,34,31
