0,Heuristic,0,50
Time,Value 
60,812
30,918
0,2040
Final, 784

Round,H_team,A_team 
0,36,0
0,1,7
0,2,4
0,39,3
0,5,8
0,6,9
0,11,10
0,12,14
0,13,15
0,16,23
0,19,17
0,20,18
0,21,24
0,25,22
0,26,27
0,32,28
0,29,33
0,31,30
0,38,34
0,37,35
1,0,34
1,39,1
1,2,7
1,38,3
1,4,8
1,9,5
1,6,13
1,10,14
1,12,11
1,15,23
1,19,16
1,18,17
1,21,20
1,27,22
1,24,25
1,26,32
1,35,28
1,31,29
1,30,33
1,36,37
2,1,0
2,38,2
2,3,7
2,4,13
2,10,5
2,6,8
2,15,9
2,11,14
2,18,12
2,20,16
2,17,21
2,26,19
2,24,22
2,23,25
2,27,32
2,33,28
2,30,29
2,36,31
2,37,34
2,35,39
3,0,2
3,1,3
3,7,4
3,11,5
3,10,6
3,8,13
3,14,9
3,17,12
3,15,18
3,16,21
3,25,19
3,27,20
3,22,26
3,23,24
3,28,30
3,29,38
3,37,31
3,32,35
3,33,39
3,34,36
4,0,3
4,2,1
4,4,37
4,5,7
4,11,6
4,8,15
4,13,9
4,12,10
4,14,16
4,22,17
4,18,21
4,24,19
4,25,20
4,23,26
4,29,27
4,28,38
4,30,35
4,39,31
4,32,36
4,34,33
5,0,39
5,1,4
5,2,37
5,3,5
5,12,6
5,7,11
5,9,8
5,10,15
5,13,16
5,18,14
5,20,17
5,19,23
5,21,22
5,24,26
5,25,29
5,27,28
5,30,38
5,31,35
5,34,32
5,36,33
6,5,0
6,1,37
6,2,3
6,39,4
6,6,7
6,8,11
6,10,9
6,12,13
6,17,14
6,15,16
6,18,23
6,21,19
6,22,20
6,24,29
6,26,25
6,31,27
6,28,34
6,30,32
6,35,33
6,38,36
7,6,0
7,35,1
7,5,2
7,3,4
7,7,12
7,8,10
7,9,11
7,13,18
7,14,21
7,17,15
7,16,24
7,22,19
7,20,23
7,27,25
7,26,30
7,29,28
7,31,34
7,33,32
7,39,36
7,37,38
8,4,0
8,34,1
8,11,2
8,3,10
8,5,6
8,7,8
8,9,12
8,14,13
8,15,21
8,16,18
8,17,24
8,19,20
8,22,30
8,23,27
8,28,25
8,29,26
8,32,31
8,33,37
8,35,36
8,38,39
9,0,38
9,36,1
9,9,2
9,3,6
9,4,5
9,7,10
9,8,12
9,13,11
9,14,15
9,16,17
9,19,18
9,20,24
9,21,27
9,23,22
9,25,30
9,28,26
9,32,29
9,33,31
9,34,35
9,37,39
