0,Heuristic,0,500
Time,Value 
1620,120404
1590,120404
1560,120404
1530,120404
1500,120404
1470,120404
1440,120404
1410,120406
1380,120416
1350,120416
1320,120460
1290,120460
1260,120514
1230,120574
1200,120578
1170,120732
1140,120808
1110,120900
1080,121070
1050,121344
1020,121598
990,121900
960,122092
930,122490
900,122784
870,123018
360,134546
330,135456
300,137248
270,139422
240,141938
210,144750
180,147004
150,150656
120,155414
90,161396
60,169160
30,183374
0,238386
390,133392
420,132100
450,131122
480,130310
510,129430
540,128804
570,127954
600,127106
630,126544
660,125758
690,125374
720,124654
750,124336
780,123816
810,123570
840,123322
Final, 120404

Round,H_team,A_team 
0,3,0
0,15,1
0,2,6
0,35,4
0,5,13
0,25,7
0,8,10
0,9,14
0,18,11
0,34,12
0,28,16
0,17,19
0,20,22
0,36,21
0,27,23
0,24,31
0,26,32
0,29,38
0,33,30
0,37,39
1,0,6
1,1,13
1,9,2
1,3,10
1,34,4
1,15,5
1,26,7
1,8,14
1,17,11
1,35,12
1,25,16
1,18,22
1,19,23
1,20,31
1,37,21
1,24,38
1,27,32
1,28,36
1,30,29
1,33,39
2,30,0
2,19,1
2,5,2
2,3,9
2,29,4
2,6,28
2,27,7
2,20,8
2,10,14
2,15,11
2,32,12
2,13,17
2,26,16
2,39,18
2,31,21
2,22,25
2,23,38
2,24,36
2,33,34
2,35,37
3,32,0
3,23,1
3,2,33
3,22,3
3,4,9
3,12,5
3,6,15
3,7,28
3,21,8
3,10,13
3,11,29
3,14,26
3,16,17
3,38,18
3,19,31
3,30,20
3,39,24
3,25,36
3,37,27
3,34,35
4,34,0
4,14,1
4,2,15
4,21,3
4,4,33
4,11,5
4,12,6
4,7,29
4,8,28
4,9,13
4,10,26
4,16,19
4,17,31
4,36,18
4,25,20
4,23,22
4,37,24
4,38,27
4,35,30
4,39,32
5,0,15
5,1,2
5,19,3
5,4,5
5,13,6
5,7,37
5,8,33
5,9,16
5,17,10
5,11,26
5,12,29
5,28,14
5,18,21
5,20,23
5,22,39
5,35,24
5,25,31
5,27,36
5,34,30
5,38,32
6,0,16
6,17,1
6,2,12
6,3,4
6,5,7
6,6,37
6,30,8
6,9,19
6,18,10
6,13,11
6,33,14
6,15,21
6,20,35
6,22,32
6,23,39
6,24,34
6,26,25
6,28,27
6,29,36
6,31,38
7,0,12
7,16,1
7,4,2
7,3,13
7,5,37
7,6,19
7,11,7
7,31,8
7,36,9
7,20,10
7,32,14
7,15,17
7,18,29
7,21,35
7,22,34
7,23,24
7,25,33
7,26,39
7,27,30
7,28,38
8,5,0
8,1,12
8,2,18
8,3,6
8,4,13
8,7,19
8,32,8
8,39,9
8,10,22
8,11,16
8,14,29
8,37,15
8,17,36
8,38,20
8,21,34
8,23,33
8,24,28
8,27,25
8,26,35
8,30,31
9,4,0
9,1,18
9,2,13
9,7,3
9,32,5
9,6,22
9,8,39
9,38,9
9,10,24
9,11,21
9,12,16
9,14,30
9,35,15
9,17,29
9,19,36
9,37,20
9,34,23
9,25,28
9,27,26
9,31,33
10,0,18
10,1,22
10,17,2
10,3,39
10,14,4
10,29,5
10,6,7
10,8,16
10,9,24
10,10,27
10,31,11
10,12,21
10,13,30
10,33,15
10,19,32
10,34,20
10,36,23
10,25,35
10,26,28
10,38,37
11,0,14
11,3,1
11,16,2
11,25,4
11,28,5
11,6,24
11,7,39
11,19,8
11,9,27
11,15,10
11,36,11
11,12,30
11,13,21
11,18,17
11,20,32
11,22,33
11,37,23
11,26,31
11,29,35
11,34,38
12,1,0
12,7,2
12,36,3
12,23,4
12,5,14
12,9,6
12,18,8
12,16,10
12,37,11
12,15,12
12,13,27
12,17,34
12,20,19
12,21,33
12,31,22
12,24,32
12,39,25
12,29,26
12,30,28
12,35,38
13,0,9
13,11,1
13,2,21
13,37,3
13,4,7
13,5,16
13,10,6
13,15,8
13,12,13
13,14,34
13,26,17
13,19,18
13,20,24
13,30,22
13,23,35
13,38,25
13,27,33
13,32,28
13,31,29
13,39,36
14,0,21
14,1,9
14,2,11
14,32,3
14,4,26
14,33,5
14,8,6
14,7,16
14,12,10
14,13,34
14,14,37
14,23,15
14,28,17
14,18,20
14,19,24
14,29,22
14,30,25
14,27,35
14,31,39
14,38,36
15,13,0
15,1,26
15,10,2
15,3,11
15,18,4
15,34,5
15,6,16
15,8,7
15,9,37
15,33,12
15,14,20
15,22,15
15,27,17
15,29,19
15,21,24
15,28,23
15,25,32
15,36,30
15,35,31
15,39,38
16,10,0
16,7,1
16,2,26
16,3,8
16,4,27
16,36,5
16,6,14
16,17,9
16,11,20
16,39,12
16,13,37
16,24,15
16,16,22
16,18,32
16,28,19
16,21,29
16,23,25
16,38,30
16,34,31
16,35,33
17,0,27
17,6,1
17,22,2
17,5,3
17,4,11
17,7,14
17,8,17
17,20,9
17,10,28
17,38,12
17,16,13
17,15,18
17,26,19
17,21,32
17,31,23
17,24,29
17,25,34
17,37,30
17,36,33
17,39,35
18,0,39
18,1,27
18,30,2
18,3,17
18,15,4
18,5,10
18,11,6
18,13,7
18,12,8
18,9,28
18,14,18
18,16,20
18,19,21
18,22,38
18,32,23
18,25,24
18,26,34
18,33,29
18,37,31
18,35,36
19,24,0
19,1,10
19,31,2
19,3,25
19,12,4
19,5,39
19,6,17
19,18,7
19,22,8
19,15,9
19,33,11
19,13,28
19,14,16
19,19,35
19,20,26
19,21,38
19,30,23
19,27,34
19,29,32
19,36,37
20,29,0
20,4,1
20,2,25
20,18,3
20,6,5
20,17,7
20,23,8
20,9,35
20,10,39
20,34,11
20,12,14
20,31,13
20,20,15
20,16,38
20,37,19
20,21,26
20,36,22
20,27,24
20,28,33
20,30,32
21,28,0
21,1,31
21,36,2
21,16,3
21,10,4
21,5,25
21,6,20
21,7,35
21,8,9
21,32,11
21,17,12
21,26,13
21,14,15
21,23,18
21,38,19
21,21,30
21,37,22
21,24,33
21,27,29
21,39,34
22,0,31
22,1,20
22,38,2
22,15,3
22,4,36
22,18,5
22,32,6
22,7,21
22,11,8
22,9,10
22,12,23
22,25,13
22,14,17
22,16,27
22,39,19
22,35,22
22,24,30
22,26,33
22,28,29
22,37,34
23,0,20
23,1,36
23,39,2
23,3,31
23,4,21
23,17,5
23,34,6
23,7,10
23,8,38
23,29,9
23,11,23
23,12,25
23,13,14
23,15,16
23,30,18
23,19,27
23,22,28
23,24,26
23,35,32
23,33,37
24,0,36
24,8,1
24,2,3
24,19,4
24,5,24
24,33,6
24,22,7
24,32,9
24,10,38
24,11,12
24,13,15
24,14,25
24,16,21
24,17,35
24,31,18
24,20,27
24,23,26
24,28,37
24,29,34
24,30,39
25,2,0
25,1,24
25,3,12
25,16,4
25,5,8
25,6,35
25,20,7
25,33,9
25,10,11
25,13,23
25,14,38
25,15,25
25,21,17
25,28,18
25,19,30
25,26,22
25,27,31
25,29,39
25,32,37
25,36,34
26,0,11
26,37,1
26,2,24
26,34,3
26,8,4
26,5,35
26,36,6
26,15,7
26,9,12
26,10,19
26,18,13
26,14,23
26,16,30
26,20,17
26,22,21
26,25,29
26,38,26
26,27,39
26,28,31
26,32,33
27,7,0
27,38,1
27,8,2
27,35,3
27,4,20
27,9,5
27,39,6
27,33,10
27,11,14
27,12,19
27,22,13
27,29,15
27,24,16
27,17,30
27,18,27
27,21,23
27,25,37
27,36,26
27,34,28
27,31,32
28,8,0
28,39,1
28,2,14
28,33,3
28,4,17
28,5,20
28,38,6
28,9,7
28,34,10
28,11,19
28,12,18
28,24,13
28,31,15
28,23,16
28,21,25
28,22,27
28,30,26
28,35,28
28,29,37
28,32,36
29,0,17
29,1,5
29,2,20
29,3,14
29,6,4
29,7,12
29,13,8
29,11,9
29,35,10
29,30,15
29,16,18
29,19,25
29,21,27
29,24,22
29,23,29
29,26,37
29,39,28
29,31,36
29,32,34
29,33,38
