0,Heuristic,0,5000
Time,Value 
120,866
90,876
60,891
30,913
0,955
Final, 866

Round,H_team,A_team 
0,0,23
0,24,1
0,2,10
0,32,3
0,34,4
0,17,5
0,37,6
0,29,7
0,8,15
0,9,18
0,11,35
0,20,12
0,13,16
0,14,33
0,27,19
0,21,28
0,22,36
0,31,25
0,26,38
0,30,39
1,37,0
1,1,26
1,2,36
1,31,3
1,20,4
1,21,5
1,14,6
1,7,23
1,8,38
1,32,9
1,34,10
1,11,15
1,22,12
1,13,25
1,27,16
1,29,17
1,28,18
1,19,39
1,24,33
1,35,30
2,31,0
2,1,38
2,39,2
2,3,10
2,24,4
2,35,5
2,27,6
2,7,18
2,23,8
2,12,9
2,11,26
2,15,13
2,29,14
2,22,16
2,28,17
2,19,30
2,37,20
2,21,36
2,25,32
2,34,33
3,0,26
3,10,1
3,2,21
3,3,9
3,4,22
3,5,11
3,6,17
3,7,35
3,25,8
3,12,30
3,36,13
3,38,14
3,15,24
3,16,37
3,18,31
3,19,20
3,23,29
3,39,27
3,28,34
3,33,32
4,0,8
4,5,1
4,2,7
4,33,3
4,4,37
4,6,32
4,9,29
4,10,11
4,25,12
4,17,13
4,30,14
4,39,15
4,16,28
4,18,19
4,20,22
4,38,21
4,23,27
4,26,24
4,34,31
4,36,35
5,0,12
5,1,22
5,4,2
5,17,3
5,20,5
5,18,6
5,14,7
5,8,27
5,9,11
5,10,31
5,13,29
5,33,15
5,16,36
5,34,19
5,21,39
5,26,23
5,28,24
5,35,25
5,30,38
5,32,37
6,24,0
6,1,25
6,32,2
6,29,3
6,9,4
6,22,5
6,30,6
6,7,12
6,8,16
6,14,10
6,11,38
6,13,19
6,27,15
6,17,26
6,21,18
6,28,20
6,34,23
6,31,36
6,35,33
6,37,39
7,28,0
7,1,33
7,2,20
7,3,39
7,10,4
7,5,25
7,22,6
7,7,32
7,13,8
7,21,9
7,11,36
7,12,17
7,24,14
7,15,38
7,31,16
7,37,18
7,19,29
7,23,30
7,27,26
7,35,34
8,18,0
8,19,1
8,2,34
8,3,16
8,8,4
8,39,5
8,6,29
8,36,7
8,22,9
8,10,24
8,11,32
8,12,14
8,26,13
8,15,21
