0,Heuristic,0,50
Time,Value 
300,101374
270,101374
240,101473
210,101610
180,101735
150,102365
120,102789
90,103945
60,106284
30,110759
0,139799
Final, 101374

Round,H_team,A_team 
0,25,0
0,1,12
0,30,2
0,34,3
0,39,4
0,23,5
0,6,16
0,13,7
0,11,8
0,22,9
0,10,36
0,24,14
0,15,38
0,37,17
0,29,18
0,19,26
0,35,20
0,32,21
0,31,27
0,28,33
1,29,0
1,1,9
1,14,2
1,25,3
1,4,16
1,19,5
1,27,6
1,15,7
1,23,8
1,10,38
1,11,36
1,12,22
1,13,32
1,39,17
1,24,18
1,31,20
1,35,21
1,28,26
1,30,34
1,37,33
2,14,0
2,35,1
2,2,22
2,3,19
2,4,5
2,31,6
2,7,32
2,8,18
2,9,24
2,13,10
2,15,11
2,12,34
2,16,38
2,28,17
2,27,20
2,23,21
2,25,29
2,37,26
2,30,39
2,36,33
3,0,19
3,38,1
3,36,2
3,3,32
3,4,30
3,5,15
3,26,6
3,7,35
3,8,29
3,9,34
3,22,10
3,20,11
3,39,12
3,27,13
3,33,14
3,16,28
3,17,25
3,18,23
3,21,37
3,24,31
4,0,30
4,32,1
4,39,2
4,3,35
4,38,4
4,5,27
4,6,8
4,19,7
4,29,9
4,20,10
4,33,11
4,37,12
4,26,13
4,36,14
4,16,15
4,24,17
4,18,25
4,21,28
4,22,23
4,34,31
5,17,0
5,1,3
5,28,2
5,34,4
5,5,36
5,6,24
5,11,7
5,32,8
5,9,37
5,10,33
5,12,25
5,31,13
5,39,14
5,19,15
5,20,16
5,18,30
5,21,29
5,35,22
5,23,27
5,26,38
6,12,0
6,1,6
6,2,21
6,13,3
6,4,24
6,9,5
6,7,36
6,38,8
6,10,39
6,11,16
6,14,18
6,15,20
6,17,33
6,19,27
6,32,22
6,23,35
6,25,34
6,31,26
6,28,29
6,30,37
7,0,24
7,1,22
7,2,5
7,3,36
7,4,9
7,18,6
7,10,7
7,8,19
7,38,11
7,20,12
7,37,13
7,14,25
7,15,31
7,16,29
7,30,17
7,21,33
7,23,39
7,27,26
7,28,35
7,34,32
8,15,0
8,17,1
8,20,2
8,3,26
8,29,4
8,5,38
8,12,6
8,18,7
8,24,8
8,9,25
8,21,10
8,32,11
8,36,13
8,30,14
8,16,31
8,19,23
8,22,27
8,34,28
8,33,39
8,37,35
9,3,0
9,1,10
9,2,15
9,26,4
9,20,5
9,6,38
9,12,7
9,34,8
9,9,18
9,35,11
9,21,13
9,29,14
9,16,23
9,17,27
9,19,30
9,33,22
9,37,24
9,25,31
9,32,28
9,39,36
10,0,16
10,1,29
10,2,3
10,4,10
10,11,5
10,6,25
10,7,27
10,8,37
10,14,9
10,12,15
10,13,20
10,17,18
10,19,21
10,39,22
10,23,28
10,36,24
10,26,34
10,33,30
10,31,35
10,38,32
11,0,2
11,11,1
11,3,8
11,4,25
11,10,5
11,6,37
11,7,33
11,9,15
11,21,12
11,18,13
11,14,17
11,16,30
11,32,19
11,20,39
11,36,22
11,23,31
11,28,24
11,26,35
11,27,34
11,38,29
12,0,6
12,20,1
12,2,7
12,17,3
12,4,37
12,5,25
12,14,8
12,10,9
12,22,11
12,30,12
12,13,39
12,15,23
12,24,16
12,18,26
12,38,19
12,21,36
12,27,33
12,28,31
12,32,29
12,34,35
13,32,0
13,1,14
13,2,6
13,18,3
13,7,4
13,5,21
13,12,8
13,13,9
13,10,31
13,27,11
13,15,39
13,25,16
13,17,26
13,34,19
13,22,20
13,23,33
13,30,24
13,37,28
13,29,36
13,35,38
14,38,0
14,33,1
14,13,2
14,9,3
14,15,4
14,7,5
14,6,21
14,8,27
14,19,10
14,31,11
14,12,24
14,14,22
14,34,16
14,17,32
14,37,18
14,20,23
14,25,36
14,30,26
14,39,28
14,35,29
15,35,0
15,39,1
15,26,2
15,3,5
15,6,4
15,7,20
15,8,21
15,9,32
15,10,23
15,11,30
15,12,17
15,28,13
15,14,19
15,33,15
15,16,37
15,36,18
15,22,24
15,25,27
15,31,29
15,38,34
16,0,37
16,28,1
16,24,2
16,3,20
16,4,32
16,5,8
16,34,6
16,31,7
16,26,9
16,10,15
16,11,39
16,14,12
16,19,13
16,16,36
16,22,17
16,21,18
16,23,30
16,38,25
16,27,29
16,33,35
17,0,11
17,1,27
17,2,37
17,3,15
17,4,19
17,5,13
17,32,6
17,26,7
17,8,36
17,9,12
17,10,28
17,34,14
17,16,39
17,21,17
17,18,31
17,20,33
17,22,30
17,23,38
17,29,24
17,35,25
18,0,23
18,34,1
18,2,11
18,7,3
18,12,4
18,5,16
18,35,6
18,8,33
18,9,27
18,18,10
18,13,22
18,38,14
18,15,28
18,17,31
18,24,19
18,20,21
18,32,25
18,36,26
18,30,29
18,37,39
19,9,0
19,25,1
19,33,2
19,3,16
19,18,4
19,24,5
19,6,23
19,7,22
19,8,17
19,12,10
19,11,28
19,13,35
19,32,14
19,15,21
19,29,19
19,36,20
19,39,26
19,27,38
19,30,31
19,37,34
20,0,18
20,24,1
20,19,2
20,3,10
20,14,4
20,29,5
20,6,17
20,7,9
20,13,8
20,11,21
20,12,27
20,15,35
20,16,22
20,28,20
20,23,32
20,25,30
20,33,26
20,31,38
20,39,34
20,37,36
21,0,7
21,1,18
21,2,27
21,6,3
21,4,17
21,26,5
21,20,8
21,35,9
21,10,11
21,29,12
21,25,13
21,21,14
21,22,15
21,16,19
21,23,37
21,38,24
21,28,30
21,31,39
21,33,32
21,36,34
22,1,0
22,2,8
22,3,33
22,4,28
22,5,6
22,21,7
22,38,9
22,10,32
22,11,37
22,31,12
22,34,13
22,20,14
22,18,15
22,17,16
22,19,25
22,22,29
22,26,23
22,35,24
22,27,39
22,36,30
23,0,21
23,7,1
23,2,31
23,3,39
23,8,4
23,5,33
23,6,28
23,9,20
23,10,37
23,11,25
23,26,12
23,38,13
23,14,16
23,30,15
23,17,29
23,22,18
23,36,19
23,34,23
23,32,24
23,35,27
24,0,31
24,1,21
24,18,2
24,30,3
24,4,22
24,5,28
24,6,11
24,7,34
24,8,10
24,17,9
24,12,16
24,13,33
24,27,14
24,15,36
24,37,19
24,29,20
24,25,23
24,24,26
24,32,35
24,39,38
25,0,5
25,1,31
25,9,2
25,29,3
25,4,21
25,33,6
25,24,7
25,8,22
25,16,10
25,11,13
25,18,12
25,26,14
25,15,34
25,35,17
25,39,19
25,30,20
25,23,36
25,25,37
25,27,32
25,28,38
26,10,0
26,1,5
26,12,2
26,3,23
26,20,4
26,39,6
26,29,7
26,16,8
26,9,30
26,11,34
26,15,13
26,31,14
26,38,17
26,35,18
26,19,33
26,21,22
26,25,24
26,26,32
26,27,37
26,28,36
27,20,0
27,4,1
27,2,10
27,22,3
27,5,12
27,36,6
27,7,23
27,8,25
27,28,9
27,19,11
27,13,30
27,14,15
27,16,35
27,34,17
27,32,18
27,21,39
27,24,27
27,26,29
27,31,37
27,33,38
28,22,0
28,1,26
28,2,4
28,31,3
28,5,39
28,6,30
28,7,25
28,8,35
28,33,9
28,14,10
28,11,12
28,13,23
28,29,15
28,21,16
28,17,20
28,27,18
28,19,28
28,24,34
28,37,32
28,36,38
29,0,4
29,2,1
29,27,3
29,5,35
29,6,19
29,14,7
29,8,28
29,39,9
29,17,10
29,23,11
29,13,12
29,24,15
29,33,16
29,18,20
29,30,21
29,22,31
29,25,26
29,29,34
29,36,32
29,37,38
