0,Heuristic,0,50
Time,Value 
150,3110
120,3164
90,3252
60,3396
30,3808
0,6452
Final, 3094

Round,H_team,A_team 
0,0,1
0,2,14
0,3,7
0,4,12
0,5,11
0,10,6
0,8,9
0,13,16
0,31,15
0,21,17
0,18,25
0,23,19
0,20,34
0,30,22
0,32,24
0,28,26
0,27,38
0,37,29
0,39,33
0,36,35
1,0,5
1,1,12
1,4,2
1,3,14
1,9,6
1,7,11
1,8,16
1,10,30
1,18,13
1,28,15
1,17,25
1,19,34
1,20,23
1,21,38
1,32,22
1,31,24
1,27,26
1,35,29
1,36,33
1,39,37
2,8,0
2,6,1
2,2,12
2,3,30
2,4,14
2,5,7
2,9,10
2,11,16
2,17,13
2,25,15
2,18,19
2,35,20
2,21,34
2,36,22
2,23,27
2,24,28
2,26,31
2,29,38
2,32,39
2,37,33
3,12,0
3,5,1
3,2,17
3,13,3
3,16,4
3,6,8
3,7,30
3,15,9
3,11,10
3,14,18
3,19,27
3,37,20
3,25,21
3,22,24
3,23,28
3,34,26
3,33,29
3,31,32
3,35,39
3,38,36
4,13,0
4,1,17
4,2,6
4,11,3
4,19,4
4,12,5
4,7,8
4,14,9
4,10,16
4,15,18
4,36,20
4,31,21
4,22,27
4,24,23
4,28,25
4,38,26
4,32,29
4,30,33
4,34,39
4,37,35
5,0,6
5,1,7
5,8,2
5,3,17
5,9,4
5,10,5
5,23,11
5,12,15
5,13,14
5,16,18
5,20,19
5,29,21
5,25,22
5,24,37
5,36,26
5,27,28
5,32,30
5,39,31
5,33,34
5,38,35
6,0,7
6,28,1
6,16,2
6,3,6
6,4,32
6,8,5
6,9,13
6,10,12
6,22,11
6,15,14
6,17,19
6,18,20
6,21,24
6,33,23
6,25,37
6,26,29
6,34,27
6,30,36
6,35,31
6,39,38
7,16,0
7,35,1
7,18,2
7,3,32
7,4,17
7,5,13
7,6,7
7,14,8
7,12,9
7,15,10
7,21,11
7,19,22
7,24,20
7,38,23
7,25,34
7,26,39
7,33,27
7,28,37
7,29,36
7,31,30
8,10,0
8,30,1
8,2,3
8,15,4
8,5,9
8,6,32
8,7,17
8,13,8
8,11,18
8,12,19
8,14,16
8,20,39
8,28,21
8,22,34
8,35,23
8,26,24
8,29,25
8,36,27
8,37,31
8,38,33
9,9,0
9,1,13
9,7,2
9,8,3
9,20,4
9,24,5
9,6,17
9,10,18
9,11,19
9,14,12
9,16,15
9,33,21
9,22,39
9,23,26
9,30,25
9,27,37
9,38,28
9,29,34
9,36,31
9,32,35
10,0,14
10,8,1
10,2,13
10,12,3
10,4,11
10,17,5
10,16,6
10,7,10
10,9,18
10,15,19
10,20,29
10,35,21
10,22,38
10,25,23
10,24,36
10,26,37
10,27,30
10,39,28
10,34,31
10,33,32
11,0,15
11,1,14
11,2,11
11,3,9
11,4,10
11,16,5
11,13,6
11,12,7
11,39,8
11,17,38
11,18,22
11,19,29
11,21,20
11,23,36
11,30,24
11,26,25
11,31,27
11,34,28
11,37,32
11,33,35
12,0,11
12,1,15
12,2,10
12,4,3
12,5,14
12,12,6
12,9,7
12,37,8
12,20,13
12,17,16
12,18,29
12,19,38
12,23,21
12,22,26
12,24,39
12,25,36
12,32,27
12,28,35
12,34,30
12,31,33
13,3,0
13,1,2
13,7,4
13,5,15
13,6,18
13,38,8
13,11,9
13,10,24
13,20,12
13,21,13
13,14,17
13,16,19
13,22,23
13,25,31
13,26,33
13,27,39
13,29,28
13,35,30
13,36,32
13,37,34
14,0,2
14,9,1
14,16,3
14,6,4
14,5,18
14,7,24
14,8,10
14,14,11
14,21,12
14,19,13
14,15,17
14,26,20
14,22,31
14,23,37
14,35,25
14,29,27
14,33,28
14,30,39
14,38,32
14,36,34
15,17,0
15,10,1
15,2,5
15,15,3
15,4,18
15,11,6
15,7,14
15,8,24
15,9,26
15,13,12
15,31,16
15,21,19
15,27,20
15,33,22
15,23,29
15,38,25
15,32,28
15,30,37
15,34,35
15,39,36
16,19,0
16,11,1
16,2,15
16,10,3
16,8,4
16,5,21
16,6,14
16,18,7
16,27,9
16,12,17
16,13,26
16,33,16
16,28,20
16,35,22
16,23,30
16,24,29
16,39,25
16,31,38
16,32,34
16,36,37
17,18,0
17,1,21
17,39,2
17,3,36
17,4,5
17,6,15
17,20,7
17,12,8
17,28,9
17,17,10
17,13,11
17,14,26
17,32,16
17,19,33
17,37,22
17,31,23
17,24,35
17,25,27
17,29,30
17,34,38
18,0,21
18,1,4
18,37,2
18,3,5
18,6,36
18,19,7
18,11,8
18,17,9
18,14,10
18,16,12
18,15,13
18,18,33
18,22,20
18,34,23
18,27,24
18,25,32
18,26,35
18,28,31
18,29,39
18,30,38
19,0,4
19,1,3
19,34,2
19,5,6
19,7,36
19,15,8
19,9,16
19,13,10
19,11,12
19,14,19
19,17,18
19,20,33
19,21,22
19,39,23
19,24,25
19,26,32
19,27,35
19,30,28
19,29,31
19,38,37
