0,IP,i05
Time,Value 
60,391507
30,392726
0,395623
Final, 391507,220497

Round,H_team,A_team 
0,0,6
0,17,1
0,2,3
0,4,9
0,15,5
0,10,7
0,22,8
0,12,11
0,13,16
0,14,19
0,18,20
0,23,21
0,24,41
0,25,48
0,26,30
0,85,27
0,50,28
0,29,92
0,31,32
0,36,33
0,37,34
0,54,35
0,38,66
0,39,91
0,89,40
0,72,42
0,43,45
0,75,44
0,58,46
0,49,47
0,88,51
0,52,62
0,94,53
0,55,82
0,84,56
0,57,59
0,67,60
0,87,61
0,63,95
0,79,64
0,77,65
0,68,73
0,69,80
0,70,86
0,83,71
0,74,93
0,81,76
0,78,90
0,177,96
0,97,119
0,98,131
0,181,99
0,100,112
0,101,110
0,165,102
0,103,104
0,151,105
0,140,106
0,107,114
0,127,108
0,178,109
0,120,111
0,113,146
0,115,148
0,116,153
0,117,136
0,157,118
0,179,121
0,138,122
0,123,156
0,145,124
0,176,125
0,133,126
0,128,168
0,129,163
0,143,130
0,169,132
0,158,134
0,135,154
0,137,171
0,167,139
0,141,170
0,155,142
0,144,180
0,159,147
0,149,160
0,175,150
0,161,152
0,172,162
0,164,173
0,174,166
0,185,182
0,183,190
0,184,186
0,187,189
0,192,188
0,193,191
0,226,194
0,219,195
0,236,196
0,206,197
0,234,198
0,215,199
0,200,213
0,201,220
0,232,202
0,230,203
0,204,233
0,205,216
0,207,235
0,237,208
0,231,209
0,227,210
0,211,229
0,212,238
0,214,222
0,217,225
0,224,218
0,228,221
0,223,239
0,240,253
0,265,241
0,242,243
0,245,244
0,278,246
0,247,267
0,291,248
0,268,249
0,250,277
0,251,279
0,271,252
0,280,254
0,257,255
0,276,256
0,258,289
0,287,259
0,272,260
0,294,261
0,264,262
0,263,286
0,270,266
0,269,281
0,273,295
0,274,290
0,292,275
0,285,282
0,284,283
0,288,293
0,302,296
0,297,298
0,299,320
0,323,300
0,313,301
0,322,303
0,324,304
0,305,312
0,309,306
0,308,307
0,316,310
0,317,311
0,315,314
0,318,321
0,327,319
0,326,325
0,328,388
0,337,329
0,379,330
0,331,365
0,332,344
0,382,333
0,372,334
0,384,335
0,336,340
0,338,369
0,339,389
0,400,341
0,342,383
0,417,343
0,345,409
0,394,346
0,386,347
0,348,408
0,412,349
0,357,350
0,351,362
0,405,352
0,407,353
0,420,354
0,355,374
0,356,381
0,358,366
0,370,359
0,410,360
0,399,361
0,363,404
0,376,364
0,367,403
0,385,368
0,371,375
0,387,373
0,390,377
0,378,415
0,380,414
0,391,418
0,392,393
0,395,396
0,411,397
0,416,398
0,401,413
0,402,421
0,406,419
0,431,422
0,423,498
0,424,439
0,455,425
0,433,426
0,427,471
0,497,428
0,429,435
0,473,430
0,432,470
0,434,458
0,436,494
0,437,490
0,438,443
0,440,477
0,475,441
0,448,442
0,488,444
0,486,445
0,464,446
0,447,465
0,449,474
0,487,450
0,483,451
0,461,452
0,496,453
0,491,454
0,456,492
0,481,457
0,459,478
0,460,495
0,484,462
0,463,482
0,500,466
0,499,467
0,468,480
0,489,469
0,472,493
0,476,501
0,485,479
0,502,524
0,504,503
0,505,520
0,506,516
0,507,522
0,508,514
0,509,517
0,525,510
0,523,511
0,512,513
0,515,519
0,527,518
0,521,526
0,528,535
0,529,569
0,547,530
0,532,531
0,533,542
0,551,534
0,550,536
0,571,537
0,539,538
0,576,540
0,541,581
0,567,543
0,582,544
0,545,566
0,580,546
0,548,570
0,549,561
0,552,572
0,553,575
0,555,554
0,556,578
0,558,557
0,577,559
0,568,560
0,562,564
0,563,574
0,565,579
0,573,583
0,585,584
0,586,595
0,592,587
0,588,605
0,600,589
0,590,615
0,591,610
0,593,624
0,627,594
0,596,598
0,597,618
0,599,622
0,601,606
0,602,603
0,607,604
0,608,617
0,613,609
0,616,611
0,612,625
0,619,614
0,626,620
0,621,623
0,638,628
0,629,634
0,630,640
0,643,631
0,632,649
0,633,644
0,635,648
0,642,636
0,639,637
0,645,641
0,647,646
0,650,693
0,661,651
0,666,652
0,687,653
0,656,654
0,655,658
0,657,694
0,659,667
0,660,695
0,681,662
0,663,675
0,664,684
0,665,682
0,668,686
0,669,670
0,671,688
0,672,689
0,673,678
0,685,674
0,691,676
0,677,692
0,679,680
0,690,683
0,727,696
0,697,731
0,710,698
0,735,699
0,700,705
0,701,737
0,702,736
0,703,721
0,708,704
0,706,712
0,707,716
0,709,729
0,711,720
0,723,713
0,714,725
0,722,715
0,717,738
0,718,730
0,719,728
0,724,733
0,726,732
0,734,739
0,742,740
0,744,741
0,755,743
0,745,749
0,754,746
0,747,752
0,750,748
0,753,751
0,756,777
0,761,757
0,786,758
0,759,767
0,760,781
0,766,762
0,763,779
0,764,775
0,774,765
0,785,768
0,769,784
0,783,770
0,771,787
0,782,772
0,773,778
0,780,776
0,788,807
0,795,789
0,790,793
0,816,791
0,792,810
0,809,794
0,796,797
0,798,800
0,803,799
0,801,813
0,805,802
0,815,804
0,812,806
0,817,808
0,814,811
1,23,0
1,1,22
1,11,2
1,3,8
1,4,21
1,5,17
1,6,12
1,7,18
1,9,10
1,19,13
1,20,14
1,16,15
1,34,24
1,25,59
1,26,40
1,27,58
1,28,79
1,60,29
1,30,63
1,31,36
1,32,74
1,33,49
1,35,78
1,87,37
1,38,52
1,41,39
1,88,42
1,43,65
1,44,81
1,71,45
1,51,46
1,47,50
1,95,48
1,53,54
1,73,55
1,93,56
1,57,86
1,61,85
1,62,68
1,80,64
1,66,69
1,67,94
1,82,70
1,72,83
1,90,75
1,76,89
1,91,77
1,92,84
1,143,96
1,111,97
1,161,98
1,99,114
1,155,100
1,157,101
1,102,174
1,103,144
1,154,104
1,105,162
1,106,142
1,107,113
1,151,108
1,109,179
1,121,110
1,176,112
1,115,156
1,147,116
1,117,165
1,118,122
1,119,168
1,149,120
1,123,138
1,175,124
1,125,164
1,126,146
1,127,140
1,167,128
1,139,129
1,130,160
1,131,148
1,163,132
1,153,133
1,150,134
1,135,158
1,141,136
1,159,137
1,180,145
1,171,152
1,166,172
1,169,177
1,181,170
1,173,178
1,191,182
1,183,184
1,192,185
1,186,190
1,187,193
1,188,189
1,213,194
1,195,211
1,196,224
1,197,239
1,217,198
1,199,206
1,223,200
1,201,236
1,231,202
1,203,227
1,225,204
1,205,214
1,207,212
1,208,230
1,209,228
1,233,210
1,215,218
1,229,216
1,232,219
1,238,220
1,221,234
1,237,222
1,235,226
1,240,271
1,279,241
1,277,242
1,273,243
1,244,287
1,293,245
1,289,246
1,281,247
1,248,257
1,266,249
1,286,250
1,251,284
1,291,252
1,253,274
1,295,254
1,255,262
1,256,278
1,276,258
1,294,259
1,288,260
1,261,268
1,263,265
1,285,264
1,282,267
1,280,269
1,272,270
1,290,275
1,283,292
1,296,327
1,297,301
1,320,298
1,318,299
1,311,300
1,304,302
1,303,308
1,310,305
1,306,319
1,315,307
1,321,309
1,312,322
1,323,313
1,314,325
1,324,316
1,326,317
1,353,328
1,329,351
1,355,330
1,331,350
1,332,401
1,333,398
1,334,405
1,335,411
1,363,336
1,337,357
1,338,385
1,388,339
1,340,373
1,341,343
1,342,391
1,356,344
1,367,345
1,346,412
1,347,399
1,348,419
1,349,354
1,352,378
1,420,358
1,359,383
1,360,384
1,361,372
1,362,379
1,415,364
1,365,414
