0,IP,i04
Time,Value 
30,339237
0,341762
Final, 339237,180305

Round,H_team,A_team 
0,0,21
0,1,2
0,3,9
0,4,13
0,5,15
0,6,20
0,17,7
0,22,8
0,23,10
0,18,11
0,16,12
0,19,14
0,24,25
0,26,32
0,27,36
0,30,28
0,29,33
0,31,37
0,34,35
0,68,38
0,39,53
0,67,40
0,43,41
0,42,57
0,47,44
0,45,54
0,52,46
0,48,56
0,62,49
0,71,50
0,51,61
0,55,69
0,58,63
0,59,70
0,60,64
0,65,66
0,72,101
0,73,79
0,74,81
0,75,84
0,76,144
0,100,77
0,91,78
0,105,80
0,136,82
0,89,83
0,98,85
0,140,86
0,87,102
0,148,88
0,124,90
0,92,147
0,93,120
0,94,149
0,99,95
0,96,122
0,97,115
0,141,103
0,104,127
0,106,123
0,107,108
0,134,109
0,111,110
0,112,142
0,113,114
0,126,116
0,130,117
0,121,118
0,132,119
0,146,125
0,128,129
0,131,137
0,143,133
0,145,135
0,139,138
0,157,150
0,154,151
0,152,173
0,178,153
0,225,155
0,234,156
0,158,179
0,175,159
0,162,160
0,161,219
0,163,236
0,164,186
0,165,198
0,166,170
0,167,220
0,168,192
0,200,169
0,171,214
0,172,203
0,193,174
0,176,215
0,189,177
0,229,180
0,235,181
0,182,206
0,183,230
0,228,184
0,223,185
0,187,226
0,232,188
0,190,224
0,191,213
0,194,209
0,195,221
0,196,201
0,212,197
0,237,199
0,217,202
0,208,204
0,211,205
0,218,207
0,210,216
0,231,222
0,227,233
0,244,238
0,239,240
0,241,249
0,246,242
0,243,248
0,251,245
0,253,247
0,250,252
0,254,266
0,268,255
0,279,256
0,263,257
0,258,296
0,259,276
0,294,260
0,261,271
0,299,262
0,264,288
0,265,267
0,280,269
0,270,277
0,272,273
0,274,286
0,275,297
0,278,285
0,281,282
0,283,287
0,284,295
0,292,289
0,298,290
0,293,291
0,300,304
0,309,301
0,302,319
0,303,341
0,318,305
0,314,306
0,310,307
0,308,320
0,352,311
0,339,312
0,313,322
0,315,331
0,353,316
0,317,342
0,337,321
0,351,323
0,327,324
0,325,335
0,345,326
0,332,328
0,338,329
0,330,346
0,349,333
0,344,334
0,336,350
0,348,340
0,343,347
0,370,354
0,355,381
0,384,356
0,357,364
0,382,358
0,383,359
0,387,360
0,363,361
0,362,385
0,380,365
0,366,386
0,367,368
0,378,369
0,371,375
0,374,372
0,373,377
0,379,376
0,388,432
0,389,399
0,422,390
0,391,455
0,402,392
0,393,430
0,394,396
0,395,398
0,397,461
0,442,400
0,401,408
0,403,417
0,429,404
0,405,448
0,420,406
0,407,453
0,431,409
0,425,410
0,411,445
0,412,418
0,413,416
0,414,444
0,415,428
0,419,457
0,441,421
0,423,456
0,426,424
0,462,427
0,434,433
0,435,436
0,460,437
0,438,439
0,459,440
0,465,443
0,446,447
0,464,449
0,450,454
0,463,451
0,452,458
0,515,466
0,467,483
0,532,468
0,469,489
0,530,470
0,471,476
0,472,473
0,520,474
0,475,505
0,507,477
0,478,493
0,479,534
0,480,519
0,523,481
0,535,482
0,484,542
0,485,492
0,487,486
0,488,540
0,521,490
0,546,491
0,508,494
0,495,547
0,512,496
0,497,500
0,499,498
0,531,501
0,502,539
0,503,518
0,513,504
0,541,506
0,528,509
0,510,536
0,545,511
0,514,526
0,516,517
0,522,529
0,524,527
0,525,538
0,533,544
0,537,543
0,553,548
0,550,549
0,573,551
0,569,552
0,559,554
0,555,568
0,561,556
0,560,557
0,562,558
0,570,563
0,566,564
0,565,571
0,567,572
0,574,603
0,611,575
0,604,576
0,577,612
0,599,578
0,579,586
0,580,585
0,581,597
0,582,598
0,583,613
0,615,584
0,622,587
0,593,588
0,623,589
0,590,618
0,591,608
0,592,621
0,594,602
0,595,607
0,596,617
0,606,600
0,601,609
0,605,614
0,610,616
0,620,619
0,624,671
0,626,625
0,657,627
0,655,628
0,629,630
0,634,631
0,635,632
0,633,664
0,636,641
0,637,661
0,638,663
0,639,673
0,644,640
0,642,678
0,672,643
0,645,653
0,668,646
0,647,656
0,650,648
0,662,649
0,665,651
0,674,652
0,654,679
0,658,666
0,659,669
0,676,660
0,667,675
0,670,677
1,12,0
1,15,1
1,3,2
1,11,4
1,10,5
1,6,22
1,7,13
1,16,8
1,9,24
1,21,14
1,23,17
1,20,18
1,25,19
1,35,26
1,37,27
1,28,31
1,30,29
1,32,36
1,33,34
1,63,38
1,51,39
1,40,54
1,41,69
1,53,42
1,43,44
1,45,52
1,71,46
1,47,64
1,59,48
1,49,56
1,61,50
1,55,62
1,57,68
1,66,58
1,70,60
1,65,67
1,72,98
1,73,148
1,78,74
1,115,75
1,141,76
1,77,118
1,122,79
1,80,121
1,130,81
1,82,92
1,97,83
1,84,117
1,124,85
1,86,112
1,87,106
1,88,111
1,89,137
1,139,90
1,96,91
1,103,93
1,94,107
1,95,140
1,105,99
1,108,100
1,101,136
1,102,104
1,109,126
1,110,146
1,144,113
1,114,129
1,116,134
1,119,133
1,120,131
1,123,128
1,125,127
1,138,132
1,142,135
1,147,143
1,149,145
1,150,178
1,213,151
1,177,152
1,153,185
1,200,154
1,224,155
1,156,210
1,157,179
1,169,158
1,159,167
1,160,236
1,161,215
1,212,162
1,163,193
1,231,164
1,184,165
1,166,196
1,206,168
1,181,170
1,171,217
1,197,172
1,205,173
1,174,234
1,175,228
1,226,176
1,180,183
1,182,201
1,186,229
1,188,187
1,227,189
1,214,190
1,203,191
1,192,216
1,202,194
1,195,198
1,199,233
1,222,204
1,221,207
1,223,208
1,220,209
1,211,230
1,218,225
1,219,237
1,232,235
1,238,253
1,239,241
1,240,245
1,242,251
1,243,246
1,252,244
1,247,250
1,248,249
1,272,254
1,255,291
1,256,286
1,288,257
1,276,258
1,259,298
1,275,260
1,261,294
1,262,280
1,263,287
1,297,264
