Instance,CapacitySetting,MaxNrBreaks,Vcr
i01,0,100,0
Round,H_team,A_team 
0,16,0
0,3,1
0,2,6
0,4,19
0,12,5
0,10,7
0,8,17
0,9,14
0,11,15
0,18,13
0,21,20
0,22,30
0,29,23
0,24,27
0,28,25
0,33,26
0,31,32
1,0,18
1,19,1
1,4,2
1,3,20
1,5,6
1,7,11
1,15,8
1,13,9
1,10,16
1,14,12
1,17,21
1,26,22
1,25,23
1,24,28
1,32,27
1,29,33
1,30,31
2,13,0
2,1,5
2,2,14
2,15,3
2,11,4
2,6,8
2,7,21
2,9,10
2,20,12
2,16,18
2,19,17
2,22,29
2,23,24
2,30,25
2,27,26
2,28,31
2,32,33
3,5,0
3,1,9
3,8,2
3,3,11
3,12,4
3,6,17
3,20,7
3,10,19
3,21,13
3,14,16
3,18,15
3,27,22
3,31,23
3,24,32
3,25,29
3,26,30
3,33,28
4,0,20
4,2,1
4,21,3
4,4,6
4,11,5
4,7,9
4,19,8
4,17,10
4,13,12
4,14,18
4,15,16
4,22,28
4,23,32
4,26,24
4,25,33
4,30,27
4,29,31
5,0,19
5,1,10
5,9,2
5,6,3
5,17,4
5,5,13
5,8,7
5,18,11
5,12,15
5,20,14
5,16,21
5,32,22
5,23,26
5,31,24
5,27,25
5,28,29
5,33,30
