0	1
1	1
2	0
3	1
4	0
5	0
6	1
7	1
8	1
9	1
10	1
11	0
12	0
13	1
14	1
15	0
16	1
17	1
18	0
19	1
20	0
21	0
22	0
23	1
24	1
25	1
26	0
27	0
28	0
29	1
30	1
31	1
32	1
33	1
34	1
35	0
36	1
37	1
38	0
39	0
40	1
41	0
42	1
43	0
44	0
45	0
46	0
47	0
48	1
49	1
50	1
51	0
52	0
53	0
54	1
55	0
56	0
57	0
58	0
59	1
60	0
61	0
62	0
63	1
64	0
65	0
66	1
67	1
68	1
69	0
70	0
71	1
72	1
73	0
74	1
75	1
76	0
77	0
78	1
79	1
80	0
81	1
82	0
83	1
84	0
85	1
86	1
87	1
88	0
89	1
90	0
91	0
92	0
93	0
94	1
95	0
96	0
97	1
98	0
99	1
100	0
101	0
102	1
103	0
104	0
105	0
106	1
107	0
108	0
109	0
110	1
111	0
112	1
113	1
114	0
115	1
116	0
117	1
118	1
119	1
120	0
121	0
122	0
123	1
124	0
125	1
126	1
127	1
128	0
129	0
130	0
131	1
132	1
133	1
134	1
135	1
136	0
137	1
138	0
139	1
140	1
141	1
142	0
143	0
11 13 12 14 10 9 8 7 6 5 4 1 2 3 
