11,Heuristic,i05,1
Time,Value 
7230,223464
7200,223464
7170,223464
7140,223465
7110,223465
7080,223465
7050,223466
7020,223466
6990,223466
6960,223467
6930,223469
6900,223474
6870,223474
6840,223474
6810,223498
6780,223498
6750,223500
6720,223512
6690,223525
6660,223530
6630,223539
6600,223539
6570,223541
6540,223545
6510,223545
6480,223550
6450,223551
6420,223552
6390,223552
6360,223562
6330,223577
6300,223593
6270,223600
6240,223600
6210,223604
6180,223604
6150,223604
6120,223607
6090,223607
6060,223608
6030,223608
6000,223616
5970,223616
5940,223616
5910,223617
5880,223617
5850,223636
5820,223636
5790,223643
5760,223655
5730,223658
5700,223677
5670,223683
5640,223692
5610,223737
5580,223746
5550,223756
5520,223758
5490,223764
5460,223765
5430,223767
5400,223771
5370,223771
5340,223771
5310,223775
5280,223787
5250,223811
5220,223817
5190,223822
5160,223870
5130,223885
5100,223903
5070,223914
5040,223915
5010,223920
4980,223923
4950,223929
4920,223947
4890,223951
4860,223952
4830,223952
4800,223988
4770,223997
4740,224005
4710,224010
4680,224020
4650,224093
4620,224094
4590,224104
4560,224114
4530,224127
4500,224131
4470,224198
4440,224198
4410,224216
4380,224226
4350,224244
4320,224253
4290,224269
4260,224312
4230,224323
4200,224371
4170,224386
4140,224393
4110,224437
4080,224484
4050,224498
4020,224524
3990,224541
3960,224573
3930,224580
3900,224595
3870,224614
3840,224630
3810,224703
1740,227431
1710,227460
1680,227547
1650,227655
1620,227745
1590,227817
1560,227849
1530,227904
1500,227976
1470,228004
1440,228077
1410,228100
1380,228109
1350,228144
1320,228179
1290,228231
1260,228283
1230,228313
1200,228391
1170,228441
1140,228482
1110,228513
1080,228632
1050,228767
1020,228834
990,228912
960,228945
930,229037
900,229152
870,229208
360,230597
330,230778
300,230856
270,230914
240,230974
210,231005
180,231119
150,231250
120,231310
90,231364
60,231388
30,231502
0,231552
390,230552
420,230467
450,230432
480,230278
510,230213
540,230099
570,230011
600,229946
630,229887
660,229836
690,229774
720,229718
750,229678
780,229602
810,229444
840,229300
1770,227296
1800,227207
1830,227138
1860,227096
1890,227060
1920,227046
1950,227038
1980,226884
2010,226881
2040,226838
2070,226616
2100,226584
2130,226558
2160,226503
2190,226477
2220,226453
2250,226436
2280,226427
2310,226419
2340,226359
2370,226307
2400,226289
2430,226215
2460,226151
2490,225985
2520,225965
2550,225937
2580,225923
2610,225825
2640,225663
2670,225655
2700,225595
2730,225566
2760,225548
2790,225534
2820,225449
2850,225439
2880,225425
2910,225297
2940,225260
2970,225244
3000,225238
3030,225135
3060,225112
3090,225108
3120,225094
3150,225086
3180,225078
3210,225032
3240,225011
3270,224966
3300,224965
3330,224931
3360,224929
3390,224911
3420,224893
3450,224887
3480,224876
3510,224845
3540,224833
3570,224813
3600,224803
3630,224798
3660,224783
3690,224749
3720,224742
3750,224725
3780,224722
Final, 223464,7231

Round,H_team,A_team 
0,0,8
0,1,9
0,4,2
0,22,3
0,5,12
0,10,6
0,7,20
0,11,13
0,18,14
0,23,15
0,16,21
0,17,19
0,24,78
0,25,30
0,79,26
0,27,45
0,28,44
0,33,29
0,80,31
0,51,32
0,34,46
0,61,35
0,86,36
0,40,37
0,38,42
0,41,39
0,57,43
0,87,47
0,48,85
0,49,56
0,54,50
0,53,52
0,55,58
0,59,60
0,62,90
0,94,63
0,66,64
0,95,65
0,75,67
0,68,69
0,70,84
0,71,81
0,76,72
0,73,82
0,91,74
0,77,92
0,89,83
0,93,88
0,96,128
0,103,97
0,102,98
0,99,122
0,100,109
0,101,178
0,104,119
0,120,105
0,106,114
0,153,107
0,108,115
0,161,110
0,112,111
0,157,113
0,125,116
0,171,117
0,133,118
0,181,121
0,151,123
0,124,160
0,150,126
0,127,152
0,134,129
0,142,130
0,143,131
0,137,132
0,170,135
0,136,168
0,138,169
0,139,155
0,140,146
0,172,141
0,144,175
0,163,145
0,148,147
0,149,167
0,177,154
0,156,176
0,159,158
0,180,162
0,174,164
0,165,179
0,173,166
0,193,182
0,183,189
0,184,185
0,186,187
0,188,192
0,190,191
0,205,194
0,195,232
0,196,197
0,208,198
0,216,199
0,202,200
0,203,201
0,211,204
0,206,230
0,209,207
0,210,213
0,214,212
0,215,233
0,231,217
0,237,218
0,219,238
0,220,227
0,221,225
0,222,239
0,224,223
0,226,234
0,236,228
0,229,235
0,240,291
0,245,241
0,246,242
0,243,293
0,248,244
0,247,260
0,249,250
0,251,277
0,252,273
0,253,276
0,254,255
0,256,295
0,261,257
0,271,258
0,259,272
0,269,262
0,263,292
0,264,270
0,290,265
0,280,266
0,267,294
0,274,268
0,275,287
0,278,282
0,284,279
0,281,283
0,286,285
0,289,288
0,296,306
0,298,297
0,305,299
0,300,301
0,302,304
0,303,307
0,308,324
0,309,322
0,310,316
0,318,311
0,312,327
0,313,317
0,319,314
0,315,326
0,321,320
0,323,325
0,328,366
0,372,329
0,334,330
0,331,335
0,332,363
0,344,333
0,336,369
0,337,358
0,373,338
0,343,339
0,340,342
0,348,341
0,368,345
0,357,346
0,347,349
0,356,350
0,351,362
0,353,352
0,354,355
0,359,367
0,360,375
0,407,361
0,371,364
0,365,370
0,412,374
0,406,376
0,377,387
0,389,378
0,409,379
0,419,380
0,381,400
0,382,392
0,410,383
0,395,384
0,385,393
0,397,386
0,388,398
0,390,391
0,418,394
0,421,396
0,399,417
0,402,401
0,403,404
0,405,408
0,411,413
0,414,420
0,416,415
0,422,428
0,423,431
0,424,498
0,425,426
0,427,432
0,442,429
0,455,430
0,441,433
0,434,435
0,436,482
0,437,439
0,476,438
0,450,440
0,443,451
0,492,444
0,445,456
0,446,460
0,477,447
0,481,448
0,474,449
0,452,473
0,469,453
0,475,454
0,457,464
0,458,493
0,459,468
0,489,461
0,462,479
0,499,463
0,465,490
0,486,466
0,467,494
0,497,470
0,480,471
0,472,483
0,478,500
0,484,491
0,485,495
0,501,487
0,496,488
0,520,502
0,524,503
0,515,504
0,507,505
0,521,506
0,508,514
0,516,509
0,513,510
0,511,526
0,519,512
0,517,523
0,518,525
0,522,527
0,537,528
0,529,583
0,578,530
0,531,535
0,536,532
0,533,569
0,542,534
0,546,538
0,539,570
0,547,540
0,548,541
0,549,543
0,553,544
0,550,545
0,552,551
0,571,554
0,582,555
0,556,559
0,557,573
0,558,581
0,560,568
0,561,576
0,562,564
0,567,563
0,572,565
0,566,577
0,575,574
0,579,580
0,627,584
0,585,609
0,586,623
0,590,587
0,593,588
0,595,589
0,591,592
0,594,600
0,619,596
0,612,597
0,601,598
0,599,621
0,602,605
0,603,610
0,604,611
0,613,606
0,622,607
0,616,608
0,614,624
0,618,615
0,617,625
0,620,626
0,647,628
0,641,629
0,646,630
0,631,649
0,638,632
0,637,633
0,634,639
0,644,635
0,636,648
0,645,640
0,642,643
0,681,650
0,692,651
0,658,652
0,653,668
0,672,654
0,657,655
0,656,675
0,663,659
0,667,660
0,661,677
0,662,664
0,665,669
0,674,666
0,670,679
0,686,671
0,673,680
0,676,685
0,678,690
0,691,682
0,683,684
0,687,694
0,689,688
0,693,695
0,708,696
0,701,697
0,698,718
0,709,699
0,737,700
0,703,702
0,722,704
0,710,705
0,707,706
0,711,720
0,728,712
0,729,713
0,714,730
0,715,735
0,716,726
0,717,739
0,732,719
0,721,727
0,733,723
0,724,738
0,725,736
0,734,731
0,740,741
0,742,744
0,743,745
0,746,753
0,752,747
0,748,754
0,750,749
0,755,751
0,756,758
0,782,757
0,764,759
0,760,766
0,761,770
0,762,765
0,763,783
0,767,768
0,785,769
0,771,775
0,772,784
0,778,773
0,774,780
0,786,776
0,787,777
0,779,781
0,788,799
0,789,793
0,814,790
0,791,815
0,792,806
0,797,794
0,795,796
0,813,798
0,800,801
0,802,805
0,803,817
0,812,804
0,808,807
0,816,809
0,810,811
1,7,0
1,1,10
1,2,5
1,3,4
1,9,6
1,8,19
1,12,11
1,13,16
1,14,17
1,15,20
1,21,18
1,23,22
1,24,60
1,25,80
1,31,26
1,58,27
1,28,53
1,29,79
1,30,49
1,32,33
1,61,34
1,35,40
1,36,85
1,37,47
1,46,38
1,45,39
1,42,41
1,43,44
1,86,48
1,50,51
1,59,52
1,56,54
1,57,55
1,88,62
1,63,75
1,64,94
1,67,65
1,66,95
1,74,68
1,69,90
1,70,77
1,73,71
1,82,72
1,76,89
1,78,84
1,83,81
1,93,87
1,92,91
1,129,96
1,105,97
1,98,108
1,114,99
1,101,100
1,115,102
1,119,103
1,120,104
1,109,106
1,107,177
1,110,157
1,111,159
1,112,113
1,116,126
1,117,118
1,121,173
1,122,127
1,123,152
1,124,125
1,128,134
1,130,144
1,141,131
1,132,170
1,146,133
1,135,166
1,171,136
1,147,137
1,155,138
1,139,148
1,140,143
1,176,142
1,175,145
1,169,149
1,150,151
1,160,153
1,154,164
1,162,156
1,158,161
1,163,180
1,168,165
1,167,178
1,172,181
1,179,174
1,182,188
1,193,183
1,189,184
1,187,185
1,191,186
1,190,192
1,194,203
1,198,195
1,206,196
1,197,233
1,199,202
1,200,204
1,232,201
1,215,205
1,214,207
1,211,208
1,213,209
1,210,221
1,230,212
1,227,216
1,238,217
1,218,220
1,224,219
1,222,226
1,236,223
1,225,234
1,235,228
1,239,229
1,231,237
1,290,240
1,246,241
1,293,242
1,292,243
